backend,store_size,dom_cat,dom_ratio,seg_mv,seg_cwv,scs,correct_mv,correct_cwv
TF-IDF + LR,20,7,0.65,7,7,0.148767,1,1
TF-IDF + LR,20,5,0.65,5,5,0.230771,1,1
TF-IDF + LR,20,2,0.9,2,2,0.377016,1,1
TF-IDF + LR,20,10,0.85,10,10,0.313577,1,1
TF-IDF + LR,20,2,0.9,2,2,0.268968,1,1
TF-IDF + LR,20,7,0.85,7,7,0.327259,1,1
TF-IDF + LR,20,10,0.9,10,10,0.327259,1,1
TF-IDF + LR,20,6,0.75,6,6,0.273782,1,1
TF-IDF + LR,20,5,0.95,5,5,0.738497,1,1
TF-IDF + LR,20,2,0.85,2,2,0.377016,1,1
TF-IDF + LR,20,4,0.95,4,4,0.46006,1,1
TF-IDF + LR,20,7,0.7,7,7,0.211774,1,1
TF-IDF + LR,20,8,0.85,8,8,0.416249,1,1
TF-IDF + LR,20,7,1.0,7,7,0.424587,1,1
TF-IDF + LR,20,10,0.75,10,10,0.222859,1,1
TF-IDF + LR,20,10,0.9,10,10,0.46006,1,1
TF-IDF + LR,20,8,1.0,8,8,0.486386,1,1
TF-IDF + LR,20,10,0.65,10,10,0.201956,1,1
TF-IDF + LR,20,0,0.65,0,0,0.165701,1,1
TF-IDF + LR,20,6,0.95,6,6,0.365138,1,1
TF-IDF + LR,20,10,0.8,10,10,0.313577,1,1
TF-IDF + LR,20,3,0.7,3,3,0.211774,1,1
TF-IDF + LR,20,9,0.85,9,9,0.486386,1,1
TF-IDF + LR,20,0,0.65,0,0,0.150456,1,1
TF-IDF + LR,20,1,0.7,1,1,0.273782,1,1
TF-IDF + LR,20,5,0.7,5,5,0.239266,1,1
TF-IDF + LR,20,10,0.75,10,10,0.342191,1,1
TF-IDF + LR,20,2,0.6,2,2,0.16205,1,1
TF-IDF + LR,20,8,0.6,8,8,0.20899,1,1
TF-IDF + LR,20,9,0.85,9,9,0.284926,1,1
TF-IDF + LR,20,9,0.75,9,9,0.327259,1,1
TF-IDF + LR,20,6,0.7,6,6,0.239266,1,1
TF-IDF + LR,20,0,0.9,0,0,0.284926,1,1
TF-IDF + LR,20,3,0.8,3,3,0.170848,1,1
TF-IDF + LR,20,7,0.95,7,7,0.46006,1,1
TF-IDF + LR,20,9,0.65,9,9,0.252046,1,1
TF-IDF + LR,20,6,0.7,6,6,0.201956,1,1
TF-IDF + LR,20,5,0.65,5,5,0.211774,1,1
TF-IDF + LR,20,2,0.65,2,2,0.176325,1,1
TF-IDF + LR,20,10,0.95,10,10,0.46006,1,1
TF-IDF + LR,20,2,0.95,2,2,0.377016,1,1
TF-IDF + LR,20,10,0.75,10,10,0.313577,1,1
TF-IDF + LR,20,10,0.65,10,10,0.239266,1,1
TF-IDF + LR,20,1,0.75,1,1,0.313577,1,1
TF-IDF + LR,20,5,0.95,5,5,0.46006,1,1
TF-IDF + LR,20,4,0.9,4,4,0.211774,1,1
TF-IDF + LR,20,3,0.65,3,3,0.20899,1,1
TF-IDF + LR,20,1,1.0,1,1,1.0,1,1
TF-IDF + LR,20,7,0.9,7,7,0.239266,1,1
TF-IDF + LR,20,3,0.65,3,3,0.204554,1,1
TF-IDF + LR,20,10,0.75,10,10,0.327259,1,1
TF-IDF + LR,20,2,0.6,2,2,0.176325,1,1
TF-IDF + LR,20,4,0.75,4,4,0.184471,1,1
TF-IDF + LR,20,8,0.95,8,8,0.46006,1,1
TF-IDF + LR,20,0,0.95,0,0,0.573615,1,1
TF-IDF + LR,20,4,0.95,4,4,0.377016,1,1
TF-IDF + LR,20,8,0.9,8,8,0.612663,1,1
TF-IDF + LR,20,9,0.9,9,9,0.273782,1,1
TF-IDF + LR,20,3,0.75,3,3,0.125158,1,1
TF-IDF + LR,20,7,0.85,7,7,0.258281,1,1
TF-IDF + LR,20,3,0.65,3,3,0.144468,1,1
TF-IDF + LR,20,9,0.85,9,9,0.348187,1,1
TF-IDF + LR,20,3,0.6,3,3,0.116062,1,1
TF-IDF + LR,20,10,0.6,10,10,0.195379,1,1
TF-IDF + LR,20,2,0.85,2,2,0.327259,1,1
TF-IDF + LR,20,9,0.85,9,9,0.284926,1,1
TF-IDF + LR,20,1,0.75,1,1,0.284926,1,1
TF-IDF + LR,20,10,0.6,10,10,0.20899,1,1
TF-IDF + LR,20,10,0.65,10,10,0.201956,1,1
TF-IDF + LR,20,3,0.7,3,3,0.123028,1,1
TF-IDF + LR,20,0,0.7,0,0,0.204554,1,1
TF-IDF + LR,20,1,0.8,1,1,0.377016,1,1
TF-IDF + LR,20,9,0.8,9,9,0.30185,1,1
TF-IDF + LR,20,4,0.8,4,4,0.178485,1,1
TF-IDF + LR,20,1,0.7,1,1,0.30185,1,1
TF-IDF + LR,20,3,0.95,3,3,0.263477,1,1
TF-IDF + LR,20,8,0.8,8,8,0.313577,1,1
TF-IDF + LR,20,0,0.8,0,0,0.377016,1,1
TF-IDF + LR,20,3,0.8,3,3,0.130144,1,1
TF-IDF + LR,20,8,0.65,8,8,0.170848,1,1
TF-IDF + LR,20,4,0.85,4,4,0.46006,1,1
TF-IDF + LR,20,3,0.95,3,3,0.327259,1,1
TF-IDF + LR,20,9,0.9,9,9,0.327259,1,1
TF-IDF + LR,20,7,0.65,7,7,0.116062,1,1
TF-IDF + LR,20,5,0.85,5,5,0.46006,1,1
TF-IDF + LR,20,6,0.95,6,6,0.46006,1,1
TF-IDF + LR,20,7,0.65,7,7,0.170848,1,1
TF-IDF + LR,20,7,0.7,7,7,0.155124,1,1
TF-IDF + LR,20,5,0.8,5,5,0.424587,1,1
TF-IDF + LR,20,4,0.85,4,4,0.178485,1,1
TF-IDF + LR,20,6,0.85,6,6,0.377016,1,1
TF-IDF + LR,20,5,0.7,5,5,0.273782,1,1
TF-IDF + LR,20,0,0.95,0,0,0.573615,1,1
TF-IDF + LR,20,8,0.9,8,8,0.46006,1,1
TF-IDF + LR,20,7,0.9,7,7,0.348187,1,1
TF-IDF + LR,20,9,0.65,9,9,0.144468,1,1
TF-IDF + LR,20,9,0.75,9,9,0.224639,1,1
TF-IDF + LR,20,9,0.85,9,9,0.424587,1,1
TF-IDF + LR,20,9,0.6,9,9,0.204554,1,1
TF-IDF + LR,20,10,0.95,10,10,0.738497,1,1
TF-IDF + LR,20,3,0.65,3,3,0.123212,1,1
TF-IDF + LR,20,4,0.7,4,4,0.165701,1,1
TF-IDF + LR,20,4,0.95,4,4,0.273782,1,1
TF-IDF + LR,20,2,0.9,2,2,0.573615,1,1
TF-IDF + LR,20,3,0.6,3,3,0.114805,1,1
TF-IDF + LR,20,5,0.7,5,5,0.20899,1,1
TF-IDF + LR,20,3,0.7,3,3,0.13402,1,1
TF-IDF + LR,20,2,0.8,2,2,0.242637,1,1
TF-IDF + LR,20,3,0.95,3,3,0.178485,1,1
TF-IDF + LR,20,4,0.9,4,4,0.573615,1,1
TF-IDF + LR,20,3,0.85,3,3,0.239266,1,1
TF-IDF + LR,20,6,0.8,6,6,0.327259,1,1
TF-IDF + LR,20,8,0.65,8,8,0.195379,1,1
TF-IDF + LR,20,8,0.9,8,8,0.310176,1,1
TF-IDF + LR,20,1,0.7,1,1,0.24841,1,1
TF-IDF + LR,20,6,0.8,6,6,0.313577,1,1
TF-IDF + LR,20,6,0.85,6,6,0.395662,1,1
TF-IDF + LR,20,10,0.65,10,10,0.230771,1,1
TF-IDF + LR,20,6,0.8,6,6,0.195379,1,1
TF-IDF + LR,20,5,0.75,5,5,0.273782,1,1
TF-IDF + LR,20,0,0.65,0,0,0.155124,1,1
TF-IDF + LR,20,3,0.8,3,3,0.273782,1,1
TF-IDF + LR,20,3,0.75,3,3,0.195379,1,1
TF-IDF + LR,20,0,0.8,0,0,0.240919,1,1
TF-IDF + LR,20,9,0.95,9,9,0.377016,1,1
TF-IDF + LR,20,5,0.85,5,5,0.313577,1,1
TF-IDF + LR,20,6,0.8,6,6,0.204554,1,1
TF-IDF + LR,20,6,0.75,6,6,0.239266,1,1
TF-IDF + LR,20,4,0.95,4,4,0.395662,1,1
TF-IDF + LR,20,10,0.75,10,10,0.239266,1,1
TF-IDF + LR,20,1,0.95,1,1,0.573615,1,1
TF-IDF + LR,20,5,0.8,5,5,0.416249,1,1
TF-IDF + LR,20,8,0.9,8,8,0.46006,1,1
TF-IDF + LR,20,6,0.65,6,6,0.258281,1,1
TF-IDF + LR,20,0,0.85,0,0,0.24841,1,1
TF-IDF + LR,20,3,0.7,3,3,0.273782,1,1
TF-IDF + LR,20,9,0.75,9,9,0.239266,1,1
TF-IDF + LR,20,10,0.7,10,10,0.252046,1,1
TF-IDF + LR,20,1,0.6,1,1,0.20899,1,1
TF-IDF + LR,20,2,0.95,2,2,0.46006,1,1
TF-IDF + LR,20,0,0.85,0,0,0.204554,1,1
TF-IDF + LR,20,1,0.6,1,1,0.211774,1,1
TF-IDF + LR,20,7,1.0,7,7,0.486386,1,1
TF-IDF + LR,20,8,0.9,8,8,0.395662,1,1
TF-IDF + LR,20,2,0.9,2,2,0.348187,1,1
TF-IDF + LR,20,5,0.7,5,5,0.284926,1,1
TF-IDF + LR,20,2,0.9,2,2,0.188405,1,1
TF-IDF + LR,20,9,0.8,9,9,0.239266,1,1
TF-IDF + LR,20,8,0.95,8,8,0.486386,1,1
TF-IDF + LR,20,8,0.95,8,8,0.486386,1,1
TF-IDF + LR,20,10,0.85,10,10,0.327259,1,1
TF-IDF + LR,20,3,0.6,3,3,0.108572,1,1
TF-IDF + LR,20,9,0.65,9,9,0.222859,1,1
TF-IDF + LR,20,0,0.85,0,0,0.242637,1,1
TF-IDF + LR,20,7,0.9,7,7,0.252046,1,1
TF-IDF + LR,20,3,0.7,3,3,0.112789,1,1
TF-IDF + LR,20,4,0.7,4,4,0.178485,1,1
TF-IDF + LR,20,0,0.7,0,0,0.201956,1,1
TF-IDF + LR,20,5,0.75,5,5,0.284926,1,1
TF-IDF + LR,20,8,0.85,8,8,0.377016,1,1
TF-IDF + LR,20,7,0.75,7,7,0.201956,1,1
TF-IDF + LR,20,6,0.9,6,6,0.327259,1,1
TF-IDF + LR,20,9,0.65,9,9,0.273782,1,1
TF-IDF + LR,20,9,0.6,9,9,0.201956,1,1
TF-IDF + LR,20,2,0.6,2,2,0.195379,1,1
TF-IDF + LR,20,5,0.8,5,5,0.313577,1,1
TF-IDF + LR,20,6,0.75,6,6,0.204554,1,1
TF-IDF + LR,20,10,0.65,10,10,0.230771,1,1
TF-IDF + LR,20,10,0.7,10,10,0.195379,1,1
TF-IDF + LR,20,7,0.8,7,7,0.230771,1,1
TF-IDF + LR,20,0,0.95,0,0,0.310176,1,1
TF-IDF + LR,20,2,0.75,2,2,0.273782,1,1
TF-IDF + LR,20,0,0.65,0,0,0.172875,1,1
TF-IDF + LR,20,2,1.0,2,2,0.486386,1,1
TF-IDF + LR,20,10,0.6,10,10,0.155124,1,1
TF-IDF + LR,20,1,0.8,1,1,0.486386,1,1
TF-IDF + LR,20,7,0.95,7,7,0.273782,1,1
TF-IDF + LR,20,10,0.8,10,10,0.395662,1,1
TF-IDF + LR,20,7,0.8,7,7,0.30185,1,1
TF-IDF + LR,20,7,0.95,7,7,0.377016,1,1
TF-IDF + LR,20,4,0.75,4,4,0.377016,1,1
TF-IDF + LR,20,10,0.95,10,10,0.46006,1,1
TF-IDF + LR,20,0,0.8,0,0,0.239266,1,1
TF-IDF + LR,20,7,0.95,7,7,0.612663,1,1
TF-IDF + LR,20,7,0.9,7,7,0.273782,1,1
TF-IDF + LR,20,8,0.75,8,8,0.239266,1,1
TF-IDF + LR,20,7,0.8,7,7,0.195379,1,1
TF-IDF + LR,20,5,0.6,5,5,0.201956,1,1
TF-IDF + LR,20,8,0.95,8,8,0.738497,1,1
TF-IDF + LR,20,0,0.75,0,0,0.284926,1,1
TF-IDF + LR,20,8,0.9,8,8,0.738497,1,1
TF-IDF + LR,20,0,0.95,0,0,0.46006,1,1
TF-IDF + LR,20,7,0.65,7,7,0.155124,1,1
TF-IDF + LR,20,8,0.95,8,8,0.377016,1,1
TF-IDF + LR,20,9,0.65,9,9,0.178485,1,1
TF-IDF + LR,20,4,0.65,4,4,0.184471,1,1
TF-IDF + LR,20,4,1.0,4,4,0.377016,1,1
TF-IDF + LR,20,3,0.9,3,3,0.239266,1,1
TF-IDF + LR,20,9,0.6,9,9,0.125158,1,1
TF-IDF + LR,20,2,0.75,2,2,0.284926,1,1
TF-IDF + LR,20,3,0.7,3,3,0.148767,1,1
TF-IDF + LR,20,2,1.0,2,2,0.284926,1,1
TF-IDF + LR,20,8,0.85,8,8,0.327259,1,1
TF-IDF + LR,20,9,0.75,9,9,0.263477,1,1
TF-IDF + LR,20,0,0.8,0,0,0.242637,1,1
TF-IDF + LR,20,10,0.75,10,10,0.239266,1,1
TF-IDF + LR,20,0,0.7,0,0,0.222859,1,1
TF-IDF + LR,20,7,0.6,7,7,0.155124,1,1
TF-IDF + LR,20,9,0.9,9,9,0.348187,1,1
TF-IDF + LR,20,9,0.7,9,9,0.219522,1,1
TF-IDF + LR,20,5,1.0,5,5,0.573615,1,1
TF-IDF + LR,20,7,1.0,7,7,0.278234,1,1
TF-IDF + LR,20,4,0.75,4,4,0.201956,1,1
TF-IDF + LR,20,4,0.95,4,4,0.46006,1,1
TF-IDF + LR,20,6,0.7,6,6,0.20899,1,1
TF-IDF + LR,20,8,0.9,8,8,0.486386,1,1
TF-IDF + LR,20,5,0.75,5,5,0.313577,1,1
TF-IDF + LR,20,1,0.85,1,1,0.395662,1,1
TF-IDF + LR,20,4,0.65,4,4,0.176325,1,1
TF-IDF + LR,20,6,0.7,6,6,0.211774,1,1
TF-IDF + LR,20,7,0.9,7,7,0.204554,1,1
TF-IDF + LR,20,3,0.65,3,3,0.148767,1,1
TF-IDF + LR,20,1,0.6,1,1,0.211774,1,1
TF-IDF + LR,20,3,0.7,3,3,0.13253,1,1
TF-IDF + LR,20,6,0.9,6,6,0.327259,1,1
TF-IDF + LR,20,8,0.75,8,8,0.201956,1,1
TF-IDF + LR,20,3,0.9,3,3,0.155124,1,1
TF-IDF + LR,20,2,0.95,2,2,0.342191,1,1
TF-IDF + LR,20,10,0.6,10,10,0.20899,1,1
TF-IDF + LR,20,6,0.6,6,6,0.182165,1,1
TF-IDF + LR,20,3,0.8,3,3,0.239266,1,1
TF-IDF + LR,20,0,0.8,0,0,0.230771,1,1
TF-IDF + LR,20,3,0.75,3,3,0.15818,1,1
TF-IDF + LR,20,4,0.95,4,4,0.395662,1,1
TF-IDF + LR,20,4,1.0,4,4,0.30185,1,1
TF-IDF + LR,20,6,0.8,6,6,0.289372,1,1
TF-IDF + LR,20,7,0.7,7,7,0.176325,1,1
TF-IDF + LR,20,4,0.85,4,4,0.186836,1,1
TF-IDF + LR,20,1,0.65,1,1,0.239266,1,1
TF-IDF + LR,20,5,0.8,5,5,0.395662,1,1
TF-IDF + LR,20,2,0.7,2,2,0.242637,1,1
TF-IDF + LR,20,9,0.75,9,9,0.342191,1,1
TF-IDF + LR,20,10,0.6,10,10,0.184471,1,1
TF-IDF + LR,20,5,0.95,5,5,0.46006,1,1
TF-IDF + LR,20,3,0.75,3,3,0.201956,1,1
TF-IDF + LR,20,1,0.7,1,1,0.273782,1,1
TF-IDF + LR,20,10,0.95,10,10,0.313577,1,1
TF-IDF + LR,20,8,0.75,8,8,0.327259,1,1
TF-IDF + LR,20,3,0.95,3,3,0.327259,1,1
TF-IDF + LR,20,0,0.6,0,0,0.155124,1,1
TF-IDF + LR,20,9,0.85,9,9,0.327259,1,1
TF-IDF + LR,20,7,0.85,7,7,0.188405,1,1
TF-IDF + LR,20,10,0.75,10,10,0.342191,1,1
TF-IDF + LR,20,4,0.75,4,4,0.242637,1,1
TF-IDF + LR,20,3,0.7,3,3,0.149008,1,1
TF-IDF + LR,20,8,0.95,8,8,0.738497,1,1
TF-IDF + LR,20,6,0.95,6,6,0.528003,1,1
TF-IDF + LR,20,10,1.0,10,10,0.573615,1,1
TF-IDF + LR,20,4,0.65,4,4,0.148767,1,1
TF-IDF + LR,20,9,0.95,9,9,0.573615,1,1
TF-IDF + LR,20,3,0.8,3,3,0.239266,1,1
TF-IDF + LR,20,10,0.95,10,10,0.573615,1,1
TF-IDF + LR,20,2,0.95,2,2,0.327259,1,1
TF-IDF + LR,20,6,0.65,6,6,0.150456,1,1
TF-IDF + LR,20,3,0.95,3,3,0.211774,1,1
TF-IDF + LR,20,4,0.8,4,4,0.201956,1,1
TF-IDF + LR,20,3,0.65,3,3,0.109696,1,1
TF-IDF + LR,20,10,0.8,10,10,0.252046,1,1
TF-IDF + LR,20,7,0.9,7,7,0.263477,1,1
TF-IDF + LR,20,3,1.0,3,3,0.211774,1,1
TF-IDF + LR,20,4,0.65,4,4,0.273782,1,1
TF-IDF + LR,20,3,0.95,3,3,0.242637,1,1
TF-IDF + LR,20,1,0.65,1,1,0.24841,1,1
TF-IDF + LR,20,9,1.0,9,9,0.738497,1,1
TF-IDF + LR,20,4,0.8,4,4,0.242637,1,1
TF-IDF + LR,20,0,0.8,0,0,0.162312,1,1
TF-IDF + LR,20,10,0.85,10,10,0.395662,1,1
TF-IDF + LR,20,6,0.7,6,6,0.273782,1,1
TF-IDF + LR,20,10,0.7,10,10,0.239266,1,1
TF-IDF + LR,20,10,0.9,10,10,0.377016,1,1
TF-IDF + LR,20,9,0.7,9,9,0.230771,1,1
TF-IDF + LR,20,7,0.7,7,7,0.273782,1,1
TF-IDF + LR,20,1,0.9,1,1,0.46006,1,1
TF-IDF + LR,20,0,0.65,0,0,0.138134,1,1
TF-IDF + LR,20,9,0.65,9,9,0.239266,1,1
TF-IDF + LR,20,2,0.6,2,2,0.195379,1,1
TF-IDF + LR,20,5,0.9,5,5,0.377016,1,1
TF-IDF + LR,20,5,1.0,5,5,1.0,1,1
TF-IDF + LR,20,6,0.8,6,6,0.327259,1,1
TF-IDF + LR,20,9,0.95,9,9,0.239266,1,1
TF-IDF + LR,20,10,0.65,10,10,0.176325,1,1
TF-IDF + LR,20,3,0.7,3,3,0.09299,1,1
TF-IDF + LR,20,1,1.0,1,1,0.327259,1,1
TF-IDF + LR,20,10,0.75,10,10,0.284926,1,1
TF-IDF + LR,20,7,0.9,7,7,0.395662,1,1
TF-IDF + LR,20,10,0.7,10,10,0.160854,1,1
TF-IDF + LR,20,5,0.65,5,5,0.224639,1,1
TF-IDF + LR,20,1,0.65,1,1,0.242637,1,1
TF-IDF + LR,20,0,1.0,0,0,0.46006,1,1
TF-IDF + LR,20,2,0.8,2,2,0.342191,1,1
TF-IDF + LR,20,7,0.95,7,7,0.395662,1,1
TF-IDF + LR,20,0,0.75,0,0,0.155124,1,1
TF-IDF + LR,20,3,0.85,3,3,0.327259,1,1
TF-IDF + LR,20,9,0.85,9,9,0.395662,1,1
TF-IDF + LR,20,4,0.95,4,4,0.273782,1,1
TF-IDF + LR,20,4,1.0,4,4,0.284926,1,1
TF-IDF + LR,20,1,0.75,1,1,0.201956,1,1
TF-IDF + LR,20,5,0.75,5,5,0.327259,1,1
TF-IDF + LR,20,10,0.8,10,10,0.327259,1,1
TF-IDF + LR,20,1,0.7,1,1,0.273782,1,1
TF-IDF + LR,20,9,0.85,9,9,0.486386,1,1
TF-IDF + LR,20,1,0.65,1,1,0.176325,1,1
TF-IDF + LR,20,1,0.9,1,1,0.46006,1,1
TF-IDF + LR,20,2,0.65,2,2,0.211774,1,1
TF-IDF + LR,20,5,0.7,5,5,0.230771,1,1
TF-IDF + LR,20,0,0.75,0,0,0.13253,1,1
TF-IDF + LR,20,7,0.65,7,7,0.136551,1,1
TF-IDF + LR,20,9,0.6,9,9,0.148767,1,1
TF-IDF + LR,20,4,0.7,4,4,0.239266,1,1
TF-IDF + LR,20,6,0.65,6,6,0.201956,1,1
TF-IDF + LR,20,1,0.95,1,1,0.573615,1,1
TF-IDF + LR,20,6,0.75,6,6,0.24841,1,1
TF-IDF + LR,20,3,0.65,3,3,0.170848,1,1
TF-IDF + LR,20,7,0.9,7,7,0.252046,1,1
TF-IDF + LR,20,6,0.9,6,6,0.486386,1,1
TF-IDF + LR,20,8,0.7,8,8,0.273782,1,1
TF-IDF + LR,20,9,0.95,9,9,0.252046,1,1
TF-IDF + LR,20,2,0.95,2,2,0.573615,1,1
TF-IDF + LR,20,6,0.9,6,6,0.573615,1,1
TF-IDF + LR,20,3,0.9,3,3,0.327259,1,1
TF-IDF + LR,20,10,0.75,10,10,0.242637,1,1
TF-IDF + LR,20,5,0.65,5,5,0.252046,1,1
TF-IDF + LR,20,1,1.0,1,1,1.0,1,1
TF-IDF + LR,20,10,0.65,10,10,0.211774,1,1
TF-IDF + LR,20,2,0.8,2,2,0.327259,1,1
TF-IDF + LR,20,3,0.7,3,3,0.136551,1,1
TF-IDF + LR,20,8,0.85,8,8,0.395662,1,1
TF-IDF + LR,20,7,0.95,7,7,0.395662,1,1
TF-IDF + LR,20,3,0.9,3,3,0.284926,1,1
TF-IDF + LR,20,3,0.65,3,3,0.121076,1,1
TF-IDF + LR,20,0,0.8,0,0,0.211774,1,1
TF-IDF + LR,20,6,0.9,6,6,0.273782,1,1
TF-IDF + LR,20,8,0.65,8,8,0.148767,1,1
TF-IDF + LR,20,4,0.7,4,4,0.172875,1,1
TF-IDF + LR,20,5,0.85,5,5,0.313577,1,1
TF-IDF + LR,20,1,0.95,1,1,0.573615,1,1
TF-IDF + LR,20,3,1.0,3,3,0.46006,1,1
TF-IDF + LR,20,4,0.95,4,4,0.195379,1,1
TF-IDF + LR,20,7,0.75,7,7,0.263477,1,1
TF-IDF + LR,20,0,1.0,0,0,0.348187,1,1
TF-IDF + LR,20,8,0.65,8,8,0.242637,1,1
TF-IDF + LR,20,2,0.8,2,2,0.273782,1,1
TF-IDF + LR,20,2,1.0,2,2,0.573615,1,1
TF-IDF + LR,20,8,0.95,8,8,0.573615,1,1
TF-IDF + LR,20,5,0.75,5,5,0.313577,1,1
TF-IDF + LR,20,2,0.75,2,2,0.242637,1,1
TF-IDF + LR,20,6,0.8,6,6,0.273782,1,1
TF-IDF + LR,20,5,0.7,5,5,0.273782,1,1
KoBERT,20,10,0.75,10,10,0.273782,1,1
KoBERT,20,10,0.85,10,10,0.377016,1,1
KoBERT,20,4,0.6,4,4,0.153329,1,1
KoBERT,20,7,0.95,7,7,0.395662,1,1
KoBERT,20,3,0.7,3,3,0.128738,1,1
KoBERT,20,4,0.7,4,4,0.201956,1,1
KoBERT,20,10,1.0,10,10,0.738497,1,1
KoBERT,20,9,0.65,9,9,0.230771,1,1
KoBERT,20,7,0.8,7,7,0.313577,1,1
KoBERT,20,5,0.95,5,5,0.573615,1,1
KoBERT,20,7,0.7,7,7,0.182165,1,1
KoBERT,20,2,0.85,2,2,0.327259,1,1
KoBERT,20,7,0.75,7,7,0.327259,1,1
KoBERT,20,4,0.9,4,4,0.242637,1,1
KoBERT,20,4,0.9,4,4,0.242637,1,1
KoBERT,20,10,0.85,10,10,0.313577,1,1
KoBERT,20,3,0.7,3,3,0.195379,1,1
KoBERT,20,3,0.75,3,3,0.155124,1,1
KoBERT,20,0,0.6,0,0,0.176325,1,1
KoBERT,20,9,0.7,9,9,0.252046,1,1
KoBERT,20,10,0.65,10,10,0.252046,1,1
KoBERT,20,5,0.9,5,5,0.46006,1,1
KoBERT,20,10,0.85,10,10,0.395662,1,1
KoBERT,20,6,0.65,6,6,0.230771,1,1
KoBERT,20,7,0.8,7,7,0.252046,1,1
KoBERT,20,8,0.85,8,8,0.242637,1,1
KoBERT,20,9,0.85,9,9,0.342191,1,1
KoBERT,20,7,0.65,7,7,0.113574,1,1
KoBERT,20,8,0.95,8,8,0.46006,1,1
KoBERT,20,10,0.85,10,10,0.46006,1,1
KoBERT,20,8,0.85,8,8,0.242637,1,1
KoBERT,20,10,0.75,10,10,0.377016,1,1
KoBERT,20,3,0.65,3,3,0.176325,1,1
KoBERT,20,3,0.9,3,3,0.230771,1,1
KoBERT,20,8,0.6,8,8,0.24841,1,1
KoBERT,20,1,0.65,1,1,0.201956,1,1
KoBERT,20,7,0.9,7,7,0.230771,1,1
KoBERT,20,1,0.7,1,1,0.230771,1,1
KoBERT,20,6,0.85,6,6,0.46006,1,1
KoBERT,20,0,0.7,0,0,0.211774,1,1
KoBERT,20,2,0.85,2,2,0.377016,1,1
KoBERT,20,3,0.8,3,3,0.155124,1,1
KoBERT,20,0,0.85,0,0,0.289372,1,1
KoBERT,20,8,0.65,8,8,0.176325,1,1
KoBERT,20,8,0.95,8,8,0.395662,1,1
KoBERT,20,0,0.95,0,0,0.573615,1,1
KoBERT,20,10,0.8,10,10,0.284926,1,1
KoBERT,20,5,0.7,5,5,0.273782,1,1
KoBERT,20,2,0.9,2,2,0.377016,1,1
KoBERT,20,4,0.9,4,4,0.327259,1,1
KoBERT,20,5,0.85,5,5,0.46006,1,1
KoBERT,20,4,0.9,4,4,0.377016,1,1
KoBERT,20,1,0.95,1,1,0.46006,1,1
KoBERT,20,5,0.6,5,5,0.201956,1,1
KoBERT,20,0,0.7,0,0,0.204554,1,1
KoBERT,20,1,0.75,1,1,0.263477,1,1
KoBERT,20,7,0.7,7,7,0.176325,1,1
KoBERT,20,0,0.65,0,0,0.144468,1,1
KoBERT,20,6,1.0,6,6,0.46006,1,1
KoBERT,20,6,0.85,6,6,0.242637,1,1
KoBERT,20,8,0.75,8,8,0.239266,1,1
KoBERT,20,6,0.95,6,6,0.377016,1,1
KoBERT,20,5,1.0,5,5,1.0,1,1
KoBERT,20,8,0.75,8,8,0.342191,1,1
KoBERT,20,3,1.0,3,3,0.273782,1,1
KoBERT,20,1,0.7,1,1,0.230771,1,1
KoBERT,20,10,0.9,10,10,0.395662,1,1
KoBERT,20,4,0.75,4,4,0.284926,1,1
KoBERT,20,0,0.9,0,0,0.289372,1,1
KoBERT,20,1,0.9,1,1,0.573615,1,1
KoBERT,20,5,0.75,5,5,0.46006,1,1
KoBERT,20,7,0.8,7,7,0.230771,1,1
KoBERT,20,0,0.9,0,0,0.424587,1,1
KoBERT,20,3,0.65,3,3,0.128738,1,1
KoBERT,20,10,0.75,10,10,0.273782,1,1
KoBERT,20,7,0.95,7,7,0.46006,1,1
KoBERT,20,3,1.0,3,3,0.377016,1,1
KoBERT,20,0,0.85,0,0,0.395662,1,1
KoBERT,20,2,0.85,2,2,0.395662,1,1
KoBERT,20,8,0.75,8,8,0.327259,1,1
KoBERT,20,5,0.7,5,5,0.273782,1,1
KoBERT,20,1,0.75,1,1,0.327259,1,1
KoBERT,20,8,0.75,8,8,0.216532,1,1
KoBERT,20,1,0.7,1,1,0.262213,1,1
KoBERT,20,4,0.7,4,4,0.170848,1,1
KoBERT,20,3,0.9,3,3,0.24841,1,1
KoBERT,20,10,0.9,10,10,0.46006,1,1
KoBERT,20,9,0.8,9,9,0.377016,1,1
KoBERT,20,0,0.7,0,0,0.201956,1,1
KoBERT,20,2,0.85,2,2,0.313577,1,1
KoBERT,20,0,0.6,0,0,0.211774,1,1
KoBERT,20,1,0.7,1,1,0.297015,1,1
KoBERT,20,1,1.0,1,1,0.738497,1,1
KoBERT,20,5,0.9,5,5,0.573615,1,1
KoBERT,20,1,0.8,1,1,0.327259,1,1
KoBERT,20,5,0.9,5,5,0.46006,1,1
KoBERT,20,4,0.65,4,4,0.184471,1,1
KoBERT,20,1,0.8,1,1,0.414072,1,1
KoBERT,20,5,0.95,5,5,0.738497,1,1
KoBERT,20,5,1.0,5,5,1.0,1,1
KoBERT,20,7,0.9,7,7,0.230771,1,1
KoBERT,20,6,1.0,6,6,0.573615,1,1
KoBERT,20,6,0.7,6,6,0.201956,1,1
KoBERT,20,9,0.95,9,9,0.612663,1,1
KoBERT,20,9,0.95,9,9,0.313577,1,1
